K-5007;A5410101833;+Variklio galinë plokðtë (naudota);A4030320309;1;A0139971447;1;A5410151780;1;A5410151680;1;A5410151380;1;;;;;;;;
K-5008;A5410101933;+Variklio galinë plokðtë (naudota);A4030320309;1;A0139971447;1;A5410151780;1;A5410151680;1;A5410151380;1;;;;;;;;
K-5009;A5410102433;+Variklio galinë plokðtë (naudota);A4030320309;1;A0139971447;1;A5410151780;1;A5410151680;1;A5410151380;1;;;;;;;;
K-5010;A5410102533;+Variklio bloko dangtis ;A4030320309;1;A0139971447;1;A5410151780;1;A5410151680;1;A5410151380;1;;;;;;;;
K-5011;A5410102733;+Variklio bloko dangtis ;A4030320309;1;A0139971447;1;A5410151780;1;A5410151680;1;A5410151380;1;;;;;;;;
K-5012;A5410102833;+Variklio gal. dangtis (tarpinis. Bosch start.);A4030320309;1;A0139971447;1;A5410151780;1;A5410151680;1;A5410151380;1;;;;;;;;
K-5013;A5410102933;+Variklio bloko galinis dangtis (naudotas)PJM;A4030320309;1;A0139971447;1;A5410151780;1;A5410151680;1;A5410151380;1;;;;;;;;
K-5014;A5410103033;+Variklio galinis dangtis ;A4030320309;1;A0139971447;1;A5410151780;1;A5410151680;1;A5410151380;1;;;;;;;;
K-5015;A0022609563;+Cilindras AKCIJA;A0179976545;1;A0139977548;1;A0159974048;1;A0249978347;1;A0005435785;1;;;;;;;;
K-5016;A9304905419;+Duslintuvo vamzdis;A0019952102;1;A9429970290;1;N000000003175;1;N910143008005;1;A0179972945;1;;;;;;;;
K-6001;11-02-00-2404;+Vamzdis MEGA;A9424920140;1;A9424920140;1;N910143008006;1;N000000003175;1;N910105010011;1;N913023010002;1;;;;;;
K-6002;A9424904019;+Duslintuvo vamzdis;A9424920140;1;A9424920140;1;N910143008006;1;N000000003175;1;N910105010011;1;N913023010002;1;;;;;;
K-8001;3400122801REST;+*Pusiau automatinës sankabos kompl. SACHS/VALEO/LUK RESTAURUOTAS;A5410300105;1;A0109815625;1;A0002540017;2;22751;1;A0002540335;1;A4030320309;1;A0139971447;1;02403;10;;
K-8002;3400700446REST;+*Automatinës sankabos kompl. SACHS/VALEO/LUK RESTAURUOTAS;A5410300105;1;A0109815625;1;A0002540017;2;22751;1;A0002540335;1;A4030320309;1;A0139971447;1;02403;10;;
K-8003;05-01-00-1140;+Automatinës sankabos kompl. SACHS NAUJAS NERESTAURUOTAS AKCIJA;A5410300105;1;A0109815625;1;02403;10;A0002540017;2;22751;1;A0002540335;1;A4030320309;1;A0139971447;1;;
K-8004;1005054101;+Paskirstymo velenëlis Euro 5 PAUL BERNHARDT;A5410151680;1;A5410151780;1;A5410151380;1;A0239976548;6;A0239976448;6;A0280745902;6;F 00H N37 402;6;A5410501722;6;;
K-8005;4470501901;+Paskirstymo velenëlis Euro5 KOMOT;A5410151680;1;A5410151780;1;A5410151380;1;A0239976548;6;A0239976448;6;A0280745902;6;F 00H N37 402;6;A5410501722;6;;
K-8006;01 0500 501002;+Paskirstymo velenëlis Euro5 OE GERMANY;A5410151680;1;A5410151780;1;A5410151380;1;A0239976548;6;A0239976448;6;A0280745902;6;F 00H N37 402;6;A5410501722;6;;
K-8007;A5410502101;+Paskirstymo velenëlis Euro 5;A5410151680;1;A5410151780;1;A5410151380;1;A0239976548;6;A0239976448;6;A0280745902;6;F 00H N37 402;6;A5410501722;6;;
K-8008;A541050210180;+Paskirstymo velenëlis Euro 5;A5410151680;1;A5410151780;1;A5410151380;1;A0239976548;6;A0239976448;6;A0280745902;6;F 00H N37 402;6;A5410501722;6;;
K-8009;A541050210180REST;+Paskirstymo velenëlis Euro 5 RESTAURUOTAS;A5410151680;1;A5410151780;1;A5410151380;1;A0239976548;6;A0239976448;6;A0280745902;6;F 00H N37 402;6;A5410501722;6;;
K-8010;A5410502401;+Paskirstymo velenëlis Euro 5;A5410151680;1;A5410151780;1;A5410151380;1;A0239976548;6;A0239976448;6;A0280745902;6;F 00H N37 402;6;A5410501722;6;;
K-8011;105203;!+Automatinës sankabos kompl. FEBI NAUJAS NERESTAURUOTAS AKCIJA;A5410300105;1;A0109815625;1;02403;10;A0002540017;2;22751;1;A0002540335;1;A4030320309;1;A0139971447;1;;
K-8012;105136;!+Pusiau automatinës sankabos kompl. FEBI NAUJAS NERESTAURUOTAS AKCIJA;17176;1;A0109815625;1;02403;10;A0002540017;2;22751;1;A0002540335;1;A4030320309;1;A0139971447;1;;
K-8013;643 3316 00;!+Pusiau automatinës sankabos kompl. LUK NAUJAS NERESTAURUOTAS AKCIJA;17176;1;A0109815625;1;02403;10;A0002540017;2;22751;1;A0002540335;1;A4030320309;1;A0139971447;1;;
K-9001;3400122801;!+Pusiau automatinës sankabos kompl. SACHS NAUJAS NERESTAURUOTAS AKCIJA;17176;1;02-01-10-0276;1;A0109815625;1;02403;10;A0002540017;2;22751;1;A0002540335;1;A4030320309;1;A0139971447;1
K-9002;3400700446;!+Automatinës sankabos kompl. SACHS NAUJAS NERESTAURUOTAS AKCIJA;A0002501562;1;A5410300105;1;A0109815625;1;02403;10;A0002540017;2;22751;1;A0002540335;1;A4030320309;1;A0139971447;1
K-9003;05-01-00-0576;+Pusiau automatinës sankabos kompl. LUK AKCIJA;17176;1;02-01-10-0276;1;A0109815625;1;02403;10;A0002540017;2;22751;1;A0002540335;1;A4030320309;1;A0139971447;1
K-9004;05-01-00-1142;+Pusiau automatinës sankabos kompl. SACHS NAUJAS NERESTAURUOTAS AKCIJA;17176;1;02-01-10-0276;1;A0109815625;1;02403;10;A0002540017;2;22751;1;A0002540335;1;A4030320309;1;A0139971447;1
